invoice_id,vendor_id,vendor_name,department,amount,timestamp,description
INV-87B92789,V-GOOD-01,Standard Supplies Inc,Healthcare,24121.17,2025-07-19T18:27:48.926444,Routine procurement
INV-7D78D355,V-GOOD-01,Standard Supplies Inc,Education,30021.68,2025-12-06T12:00:08.926444,Routine procurement
INV-1D19642F,V-GOOD-01,Standard Supplies Inc,Transport,18349.58,2025-11-29T12:01:38.926444,Routine procurement
INV-3225F538,V-GOOD-02,City Power Corp,Infrastructure,23325.39,2025-09-09T11:57:42.926444,Routine procurement
INV-0ECFFF5F,V-GOOD-03,Global Tech Solutions,Infrastructure,21887.02,2025-11-02T16:14:51.926444,Routine procurement
INV-A52520D8,V-GOOD-03,Global Tech Solutions,Infrastructure,10089.7,2025-08-10T15:45:27.926444,Routine procurement
INV-E36786FF,V-GOOD-01,Standard Supplies Inc,Defense,8261.18,2025-11-25T09:59:03.926444,Routine procurement
INV-D5DA87CD,V-GOOD-03,Global Tech Solutions,Education,30301.81,2025-08-06T08:15:44.926444,Routine procurement
INV-E1A17C8D,V-GOOD-03,Global Tech Solutions,Infrastructure,21423.85,2025-08-07T01:07:48.926444,Routine procurement
INV-8FD62395,V-GOOD-01,Standard Supplies Inc,Transport,45773.84,2025-12-12T15:30:23.926444,Routine procurement
INV-1ACD061A,V-GOOD-03,Global Tech Solutions,Defense,48236.94,2025-08-07T01:30:31.926444,Routine procurement
INV-3735C66A,V-GOOD-03,Global Tech Solutions,Transport,13723.45,2025-12-12T17:43:30.926444,Routine procurement
INV-BD72A323,V-GOOD-01,Standard Supplies Inc,Education,2121.02,2025-09-17T22:01:56.926444,Routine procurement
INV-141FDA75,V-GOOD-01,Standard Supplies Inc,Infrastructure,24791.45,2025-10-14T12:53:16.926444,Routine procurement
INV-BC3BE40A,V-GOOD-03,Global Tech Solutions,Transport,530.28,2025-12-26T22:09:22.926444,Routine procurement
INV-9CF7210D,V-GOOD-01,Standard Supplies Inc,Transport,31919.58,2026-01-01T09:08:11.926444,Routine procurement
INV-0CB2D7BA,V-GOOD-01,Standard Supplies Inc,Transport,32050.97,2025-09-23T12:35:19.926444,Routine procurement
INV-A6C8CDE5,V-GOOD-02,City Power Corp,Healthcare,39496.76,2025-12-11T03:45:02.926444,Routine procurement
INV-0F57CA82,V-GOOD-03,Global Tech Solutions,Defense,46716.63,2025-10-07T22:33:59.926444,Routine procurement
INV-074A3EC1,V-GOOD-02,City Power Corp,Transport,11464.32,2025-07-29T03:45:06.926444,Routine procurement
INV-D8B60BC0,V-GOOD-02,City Power Corp,Education,19516.37,2025-11-05T22:12:51.926444,Routine procurement
INV-FC2B177D,V-GOOD-01,Standard Supplies Inc,Education,10817.36,2025-12-16T08:36:41.926444,Routine procurement
INV-0CC01B33,V-GOOD-03,Global Tech Solutions,Healthcare,11856.22,2025-07-26T08:56:36.926444,Routine procurement
INV-5B2C51AE,V-GOOD-01,Standard Supplies Inc,Transport,9212.24,2025-10-18T15:24:13.926444,Routine procurement
INV-08156FC1,V-GOOD-01,Standard Supplies Inc,Infrastructure,12226.51,2025-08-24T12:13:33.926444,Routine procurement
INV-2B5FB639,V-GOOD-03,Global Tech Solutions,Education,37016.22,2025-08-08T05:01:38.926444,Routine procurement
INV-31441CBE,V-GOOD-03,Global Tech Solutions,Infrastructure,7197.96,2025-10-05T14:59:18.926444,Routine procurement
INV-56AFA881,V-GOOD-03,Global Tech Solutions,Education,32825.97,2025-08-23T11:04:13.926444,Routine procurement
INV-E1EA8825,V-GOOD-01,Standard Supplies Inc,Healthcare,16133.25,2025-08-28T05:45:51.926444,Routine procurement
INV-76A86F5B,V-GOOD-01,Standard Supplies Inc,Education,24633.14,2025-10-24T05:43:28.926444,Routine procurement
INV-F1337A13,V-GOOD-03,Global Tech Solutions,Healthcare,9425.04,2025-09-25T15:51:58.926444,Routine procurement
INV-29D214B7,V-GOOD-02,City Power Corp,Education,16439.41,2025-12-30T01:47:46.926444,Routine procurement
INV-0CBCF473,V-GOOD-01,Standard Supplies Inc,Healthcare,21969.14,2025-09-10T01:03:25.926444,Routine procurement
INV-86B64BB0,V-GOOD-02,City Power Corp,Healthcare,15554.75,2025-08-18T07:44:33.926444,Routine procurement
INV-43CA3E17,V-GOOD-03,Global Tech Solutions,Infrastructure,859.5,2025-09-29T08:27:58.926444,Routine procurement
INV-5CBD5877,V-GOOD-01,Standard Supplies Inc,Transport,35304.43,2025-10-01T06:15:55.926444,Routine procurement
INV-56213D6A,V-GOOD-01,Standard Supplies Inc,Defense,35074.65,2025-07-19T03:36:27.926444,Routine procurement
INV-DA585D25,V-GOOD-03,Global Tech Solutions,Transport,37942.47,2025-09-27T19:48:51.926444,Routine procurement
INV-BAD20E65,V-GOOD-01,Standard Supplies Inc,Defense,47914.88,2025-07-18T17:38:44.926444,Routine procurement
INV-276B1C30,V-GOOD-03,Global Tech Solutions,Infrastructure,5386.54,2025-09-01T12:24:04.926444,Routine procurement
INV-AAD47DDB,V-GOOD-01,Standard Supplies Inc,Healthcare,16174.12,2025-09-26T00:37:06.926444,Routine procurement
INV-0A8BAD4B,V-GOOD-03,Global Tech Solutions,Education,21041.95,2025-12-02T03:32:31.926444,Routine procurement
INV-A88ED5E9,V-GOOD-02,City Power Corp,Healthcare,3221.06,2025-12-05T11:43:59.926444,Routine procurement
INV-7C982D93,V-GOOD-03,Global Tech Solutions,Defense,15594.91,2025-08-10T20:25:57.926444,Routine procurement
INV-86C63BFC,V-GOOD-01,Standard Supplies Inc,Healthcare,3228.49,2025-11-03T21:06:25.926444,Routine procurement
INV-8335327E,V-GOOD-01,Standard Supplies Inc,Defense,32820.0,2025-10-01T15:06:49.926444,Routine procurement
INV-DE26D6E3,V-GOOD-03,Global Tech Solutions,Infrastructure,40928.09,2025-11-25T04:37:46.926444,Routine procurement
INV-F9B2DD61,V-GOOD-02,City Power Corp,Healthcare,20176.85,2025-12-10T20:41:16.926444,Routine procurement
INV-8C034191,V-GOOD-03,Global Tech Solutions,Education,42388.42,2025-12-30T00:18:28.926444,Routine procurement
INV-B73C9DD5,V-GOOD-03,Global Tech Solutions,Healthcare,29541.21,2025-10-29T02:11:05.926444,Routine procurement
INV-586D9BD3,V-GOOD-01,Standard Supplies Inc,Transport,23313.49,2025-09-01T08:13:13.926444,Routine procurement
INV-FC623141,V-GOOD-01,Standard Supplies Inc,Defense,17550.63,2025-11-05T00:56:31.926444,Routine procurement
INV-82EF8AC0,V-GOOD-01,Standard Supplies Inc,Healthcare,30712.08,2025-09-15T10:07:56.926444,Routine procurement
INV-C3BF3B80,V-GOOD-03,Global Tech Solutions,Healthcare,10645.66,2025-07-19T19:45:59.926444,Routine procurement
INV-57BB55F3,V-GOOD-03,Global Tech Solutions,Defense,41541.09,2025-09-06T01:59:13.926444,Routine procurement
INV-9458727F,V-GOOD-01,Standard Supplies Inc,Defense,18948.35,2025-08-17T04:24:02.926444,Routine procurement
INV-E0DA70CE,V-GOOD-01,Standard Supplies Inc,Infrastructure,1329.79,2025-09-08T21:01:01.926444,Routine procurement
INV-6311A8F9,V-GOOD-01,Standard Supplies Inc,Transport,6246.32,2025-08-09T18:14:00.926444,Routine procurement
INV-25D12F71,V-GOOD-02,City Power Corp,Infrastructure,38931.25,2025-08-30T18:12:45.926444,Routine procurement
INV-8557E8D4,V-GOOD-03,Global Tech Solutions,Transport,3545.23,2025-11-17T04:46:51.926444,Routine procurement
INV-512D7C0D,V-GOOD-01,Standard Supplies Inc,Infrastructure,27065.36,2025-07-21T20:24:55.926444,Routine procurement
INV-6EAA6FDD,V-GOOD-02,City Power Corp,Defense,17160.09,2026-01-03T09:46:43.926444,Routine procurement
INV-8B6255A0,V-GOOD-03,Global Tech Solutions,Education,8176.75,2025-11-20T03:10:51.926444,Routine procurement
INV-F3005EE8,V-GOOD-02,City Power Corp,Infrastructure,45736.48,2025-12-23T06:24:30.926444,Routine procurement
INV-E5255DB6,V-GOOD-02,City Power Corp,Healthcare,46170.63,2025-09-03T12:35:12.926444,Routine procurement
INV-C3A4CF65,V-GOOD-02,City Power Corp,Education,22972.69,2025-07-25T05:53:46.926444,Routine procurement
INV-2F8AE63E,V-GOOD-02,City Power Corp,Defense,30461.75,2025-08-25T04:12:15.926444,Routine procurement
INV-0C997C97,V-GOOD-02,City Power Corp,Transport,22934.64,2025-11-18T16:21:57.926444,Routine procurement
INV-B3E896C0,V-GOOD-01,Standard Supplies Inc,Healthcare,3032.6,2025-10-31T17:06:30.926444,Routine procurement
INV-34EEAB5D,V-GOOD-01,Standard Supplies Inc,Healthcare,47644.31,2025-09-24T20:04:28.926444,Routine procurement
INV-C8F6C2CA,V-GOOD-02,City Power Corp,Defense,27052.86,2025-11-02T15:34:59.926444,Routine procurement
INV-5D59FB73,V-GOOD-02,City Power Corp,Education,49052.11,2025-08-01T17:54:40.926444,Routine procurement
INV-70612AFD,V-GOOD-03,Global Tech Solutions,Transport,12356.41,2025-09-28T16:22:27.926444,Routine procurement
INV-3A7539DB,V-GOOD-03,Global Tech Solutions,Defense,30074.8,2025-12-23T21:11:26.926444,Routine procurement
INV-606F1684,V-GOOD-03,Global Tech Solutions,Infrastructure,40524.75,2025-10-11T02:11:08.926444,Routine procurement
INV-BA3B0733,V-GOOD-03,Global Tech Solutions,Transport,2921.26,2025-08-07T21:15:44.926444,Routine procurement
INV-058EB7E9,V-GOOD-03,Global Tech Solutions,Education,31772.63,2025-10-07T23:21:54.926444,Routine procurement
INV-B0C3992E,V-GOOD-03,Global Tech Solutions,Healthcare,9147.24,2025-09-15T19:13:11.926444,Routine procurement
INV-BDA18F35,V-GOOD-02,City Power Corp,Healthcare,4607.42,2025-10-26T18:46:55.926444,Routine procurement
INV-C6F3FD11,V-GOOD-03,Global Tech Solutions,Healthcare,46491.5,2025-08-18T10:31:42.926444,Routine procurement
INV-D5FC76DD,V-GOOD-02,City Power Corp,Education,44400.91,2025-12-06T20:55:52.926444,Routine procurement
INV-BEAE615D,V-GOOD-01,Standard Supplies Inc,Transport,26948.69,2026-01-09T22:04:38.926444,Routine procurement
INV-7928603F,V-GOOD-02,City Power Corp,Education,14550.34,2025-09-05T22:43:07.926444,Routine procurement
INV-AE4C0B8B,V-GOOD-02,City Power Corp,Defense,12958.5,2025-10-22T23:19:17.926444,Routine procurement
INV-20F0D4A6,V-GOOD-03,Global Tech Solutions,Defense,42015.95,2025-09-03T20:22:17.926444,Routine procurement
INV-8AAB8A42,V-GOOD-03,Global Tech Solutions,Defense,1017.69,2025-09-04T18:30:34.926444,Routine procurement
INV-B10F343D,V-GOOD-03,Global Tech Solutions,Defense,5436.34,2025-11-07T22:33:15.926444,Routine procurement
INV-51EECF3F,V-GOOD-02,City Power Corp,Healthcare,17563.87,2025-10-22T01:24:09.926444,Routine procurement
INV-B2C55698,V-GOOD-03,Global Tech Solutions,Transport,21806.88,2025-10-02T17:07:40.926444,Routine procurement
INV-24FFA3FA,V-GOOD-03,Global Tech Solutions,Infrastructure,13324.6,2025-12-31T03:13:15.926444,Routine procurement
INV-B0F4ED63,V-GOOD-03,Global Tech Solutions,Healthcare,18235.26,2025-07-24T18:20:56.926444,Routine procurement
INV-742C12A1,V-GOOD-01,Standard Supplies Inc,Healthcare,24634.99,2025-07-29T12:55:19.926444,Routine procurement
INV-BEAA0142,V-GOOD-03,Global Tech Solutions,Transport,35782.84,2025-09-15T01:30:47.926444,Routine procurement
INV-F2FA91D1,V-GOOD-01,Standard Supplies Inc,Healthcare,744.29,2025-12-09T21:24:24.926444,Routine procurement
INV-B490A2A6,V-GOOD-03,Global Tech Solutions,Infrastructure,20958.16,2025-10-07T15:53:25.926444,Routine procurement
INV-44AF61EC,V-GOOD-03,Global Tech Solutions,Infrastructure,17515.37,2025-12-24T15:52:50.926444,Routine procurement
INV-19E65B00,V-GOOD-01,Standard Supplies Inc,Transport,38340.06,2026-01-01T06:05:09.926444,Routine procurement
INV-9BEB8813,V-GOOD-03,Global Tech Solutions,Healthcare,6865.46,2025-08-31T17:58:40.926444,Routine procurement
INV-FDB4C6A9,V-GOOD-01,Standard Supplies Inc,Transport,10295.46,2025-10-30T04:47:27.926444,Routine procurement
INV-85AFE69F,V-GOOD-03,Global Tech Solutions,Infrastructure,25625.85,2025-11-24T02:14:25.926444,Routine procurement
INV-2F87566A,V-GOOD-02,City Power Corp,Infrastructure,34194.56,2025-10-25T18:27:39.926444,Routine procurement
INV-78812D12,V-GOOD-02,City Power Corp,Education,24434.11,2025-12-27T10:24:23.926444,Routine procurement
INV-44BB3B99,V-GOOD-03,Global Tech Solutions,Education,12588.76,2025-09-20T19:16:27.926444,Routine procurement
INV-85BDCE9C,V-GOOD-03,Global Tech Solutions,Defense,48320.69,2025-08-06T21:30:03.926444,Routine procurement
INV-E09AF331,V-GOOD-03,Global Tech Solutions,Infrastructure,29538.55,2025-10-04T04:22:17.926444,Routine procurement
INV-7618526D,V-GOOD-01,Standard Supplies Inc,Defense,40326.72,2025-08-12T19:14:21.926444,Routine procurement
INV-197193FD,V-GOOD-01,Standard Supplies Inc,Defense,28683.88,2025-08-19T22:50:00.926444,Routine procurement
INV-96CC94D6,V-GOOD-01,Standard Supplies Inc,Transport,28107.46,2025-11-18T06:52:10.926444,Routine procurement
INV-B1853364,V-GOOD-03,Global Tech Solutions,Education,31199.01,2025-09-10T04:38:04.926444,Routine procurement
INV-DD82E93B,V-GOOD-02,City Power Corp,Defense,3831.18,2025-07-17T17:24:48.926444,Routine procurement
INV-69A6C8B7,V-GOOD-02,City Power Corp,Defense,32539.65,2025-08-21T06:47:58.926444,Routine procurement
INV-5CA4E645,V-GOOD-03,Global Tech Solutions,Defense,3094.83,2025-11-17T02:17:08.926444,Routine procurement
INV-FF82B547,V-GOOD-02,City Power Corp,Defense,18792.58,2025-12-29T09:03:11.926444,Routine procurement
INV-92366B14,V-GOOD-01,Standard Supplies Inc,Education,36108.84,2025-07-18T21:09:26.926444,Routine procurement
INV-A1A1A1BB,V-GOOD-01,Standard Supplies Inc,Defense,46337.7,2025-11-06T00:35:35.926444,Routine procurement
INV-D97F2D16,V-GOOD-03,Global Tech Solutions,Transport,11636.33,2025-08-16T22:07:02.926444,Routine procurement
INV-2E2E253E,V-GOOD-01,Standard Supplies Inc,Transport,23447.16,2025-10-09T20:41:19.926444,Routine procurement
INV-8C415E85,V-GOOD-02,City Power Corp,Education,3220.06,2025-08-28T02:54:00.926444,Routine procurement
INV-E125E687,V-GOOD-02,City Power Corp,Healthcare,14884.32,2025-11-27T12:35:18.926444,Routine procurement
INV-E7B637F6,V-GOOD-02,City Power Corp,Infrastructure,27821.55,2025-10-13T12:34:04.926444,Routine procurement
INV-C026D286,V-GOOD-01,Standard Supplies Inc,Transport,5782.41,2025-10-16T02:51:17.926444,Routine procurement
INV-06405581,V-GOOD-03,Global Tech Solutions,Education,46089.47,2025-12-16T10:59:33.926444,Routine procurement
INV-35B85AA6,V-GOOD-03,Global Tech Solutions,Healthcare,10372.26,2025-10-05T17:14:17.926444,Routine procurement
INV-4C69D22C,V-GOOD-03,Global Tech Solutions,Transport,41467.05,2025-10-22T15:54:52.926444,Routine procurement
INV-DF56B7AD,V-GOOD-03,Global Tech Solutions,Infrastructure,27627.05,2025-12-10T14:52:53.926444,Routine procurement
INV-E6093C98,V-GOOD-01,Standard Supplies Inc,Transport,43543.76,2025-11-09T02:02:14.926444,Routine procurement
INV-AAE9764D,V-GOOD-01,Standard Supplies Inc,Healthcare,47752.4,2025-09-08T11:25:35.926444,Routine procurement
INV-AAA88F91,V-GOOD-01,Standard Supplies Inc,Healthcare,9922.08,2025-10-24T22:34:26.926444,Routine procurement
INV-ED88CE72,V-GOOD-01,Standard Supplies Inc,Healthcare,38429.78,2025-08-20T17:04:51.926444,Routine procurement
INV-B4069A14,V-GOOD-03,Global Tech Solutions,Defense,42134.35,2025-10-01T13:26:35.926444,Routine procurement
INV-FA6D473A,V-GOOD-03,Global Tech Solutions,Education,13265.92,2025-12-20T02:45:03.926444,Routine procurement
INV-D18339C8,V-GOOD-02,City Power Corp,Defense,11067.48,2025-10-09T01:53:57.926444,Routine procurement
INV-5C21D6D4,V-GOOD-01,Standard Supplies Inc,Education,39486.23,2025-08-22T03:16:36.926444,Routine procurement
INV-C306180F,V-GOOD-02,City Power Corp,Education,18999.65,2025-12-12T05:32:02.926444,Routine procurement
INV-6F701715,V-GOOD-03,Global Tech Solutions,Education,15377.44,2026-01-01T17:29:03.926444,Routine procurement
INV-D0C6DE20,V-GOOD-03,Global Tech Solutions,Education,34174.69,2025-07-27T03:51:02.926444,Routine procurement
INV-626ECE2A,V-GOOD-02,City Power Corp,Education,17506.41,2025-12-16T15:55:07.926444,Routine procurement
INV-B06D0020,V-GOOD-02,City Power Corp,Infrastructure,27474.55,2025-11-28T20:18:39.926444,Routine procurement
INV-BDDA8A02,V-GOOD-01,Standard Supplies Inc,Transport,9067.41,2025-12-14T23:50:13.926444,Routine procurement
INV-3E633B25,V-GOOD-01,Standard Supplies Inc,Healthcare,21399.77,2025-09-25T16:31:23.926444,Routine procurement
INV-C889CA49,V-GOOD-02,City Power Corp,Education,37694.28,2025-07-25T07:59:53.926444,Routine procurement
INV-6B71E27E,V-GOOD-03,Global Tech Solutions,Defense,34181.61,2025-09-04T21:43:48.926444,Routine procurement
INV-845C149B,V-GOOD-03,Global Tech Solutions,Education,13215.17,2025-07-22T01:16:34.926444,Routine procurement
INV-BE7E7D2B,V-GOOD-03,Global Tech Solutions,Education,40311.67,2025-10-17T00:18:26.926444,Routine procurement
INV-ECF5BCF9,V-GOOD-02,City Power Corp,Healthcare,24503.04,2025-12-20T14:25:22.926444,Routine procurement
INV-22F68A62,V-GOOD-02,City Power Corp,Education,36599.88,2025-09-15T00:17:14.926444,Routine procurement
INV-ADDDC4F8,V-GOOD-02,City Power Corp,Healthcare,29423.64,2025-07-25T07:07:52.926444,Routine procurement
INV-3548E239,V-GOOD-03,Global Tech Solutions,Education,14840.46,2025-09-29T14:51:13.926444,Routine procurement
INV-EA7290BD,V-GOOD-01,Standard Supplies Inc,Education,39056.66,2025-09-15T17:26:47.926444,Routine procurement
INV-7B1103F5,V-GOOD-02,City Power Corp,Defense,16996.51,2025-09-03T06:31:07.926444,Routine procurement
INV-7D20073A,V-GOOD-01,Standard Supplies Inc,Defense,48790.98,2025-08-11T03:37:00.926444,Routine procurement
INV-D2083648,V-GOOD-01,Standard Supplies Inc,Healthcare,48122.01,2025-12-18T15:33:47.926444,Routine procurement
INV-9C5F41C7,V-GOOD-03,Global Tech Solutions,Transport,17912.7,2025-10-06T12:28:08.926444,Routine procurement
INV-013A80CF,V-GOOD-03,Global Tech Solutions,Transport,31715.55,2025-10-28T21:29:22.926444,Routine procurement
INV-E2E38A52,V-GOOD-01,Standard Supplies Inc,Healthcare,28472.49,2025-07-16T11:13:50.926444,Routine procurement
INV-5C385BDF,V-GOOD-02,City Power Corp,Transport,39164.91,2025-11-05T13:34:52.926444,Routine procurement
INV-4CDE3554,V-GOOD-02,City Power Corp,Defense,21766.84,2025-12-03T02:11:34.926444,Routine procurement
INV-DBA9F72C,V-GOOD-03,Global Tech Solutions,Defense,17747.1,2025-08-28T09:01:53.926444,Routine procurement
INV-FAACE3A9,V-GOOD-03,Global Tech Solutions,Healthcare,34489.96,2025-09-29T07:04:56.926444,Routine procurement
INV-81F2E5C2,V-GOOD-01,Standard Supplies Inc,Education,10013.65,2025-12-06T03:40:06.926444,Routine procurement
INV-D53D25D1,V-GOOD-01,Standard Supplies Inc,Infrastructure,41780.68,2025-10-31T04:42:49.926444,Routine procurement
INV-FF2B83B4,V-GOOD-03,Global Tech Solutions,Education,29758.74,2025-07-28T12:57:01.926444,Routine procurement
INV-10DE1CE5,V-GOOD-01,Standard Supplies Inc,Healthcare,23678.48,2025-11-22T14:55:35.926444,Routine procurement
INV-F3502260,V-GOOD-01,Standard Supplies Inc,Transport,6483.3,2025-08-22T05:24:26.926444,Routine procurement
INV-3C532243,V-GOOD-03,Global Tech Solutions,Education,21019.88,2025-08-11T01:47:01.926444,Routine procurement
INV-FF1307A7,V-GOOD-03,Global Tech Solutions,Defense,25664.99,2025-07-27T14:55:14.926444,Routine procurement
INV-274B72F6,V-GOOD-02,City Power Corp,Education,32540.68,2025-11-09T03:11:49.926444,Routine procurement
INV-9A280944,V-GOOD-02,City Power Corp,Defense,34505.84,2025-11-17T00:35:38.926444,Routine procurement
INV-8658C027,V-GOOD-01,Standard Supplies Inc,Transport,18685.66,2025-10-25T16:32:44.926444,Routine procurement
INV-D31ECE0F,V-GOOD-01,Standard Supplies Inc,Transport,13920.13,2025-09-01T09:38:09.926444,Routine procurement
INV-750CFD2B,V-GOOD-01,Standard Supplies Inc,Transport,16078.47,2025-07-25T01:13:45.926444,Routine procurement
INV-033E33EC,V-GOOD-01,Standard Supplies Inc,Defense,12505.35,2025-12-20T19:23:23.926444,Routine procurement
INV-3AFD293A,V-GOOD-03,Global Tech Solutions,Infrastructure,7228.83,2025-09-26T14:23:47.926444,Routine procurement
INV-6F9DDBFC,V-GOOD-03,Global Tech Solutions,Defense,22500.99,2025-07-27T19:19:48.926444,Routine procurement
INV-FFDC6586,V-GOOD-01,Standard Supplies Inc,Education,45599.36,2025-07-15T06:11:16.926444,Routine procurement
INV-F6C75DA6,V-GOOD-02,City Power Corp,Healthcare,35324.25,2025-12-27T20:20:48.926444,Routine procurement
INV-7594C176,V-GOOD-01,Standard Supplies Inc,Education,27503.47,2025-08-23T02:19:06.926444,Routine procurement
INV-3AC23030,V-GOOD-03,Global Tech Solutions,Infrastructure,27321.48,2026-01-08T02:34:55.926444,Routine procurement
INV-13FA41B5,V-GOOD-03,Global Tech Solutions,Defense,11867.96,2025-11-14T06:31:27.926444,Routine procurement
INV-19B4C477,V-GOOD-02,City Power Corp,Education,10338.51,2025-11-15T01:43:15.926444,Routine procurement
INV-71C699B3,V-GOOD-03,Global Tech Solutions,Education,35165.65,2025-11-28T20:29:09.926444,Routine procurement
INV-3EBE13E1,V-GOOD-02,City Power Corp,Education,28807.55,2026-01-09T21:16:00.926444,Routine procurement
INV-9E7BE188,V-GOOD-01,Standard Supplies Inc,Defense,44668.47,2025-12-05T12:35:25.926444,Routine procurement
INV-351EB84F,V-GOOD-03,Global Tech Solutions,Healthcare,23051.34,2025-08-06T07:11:41.926444,Routine procurement
INV-717BD1E5,V-GOOD-01,Standard Supplies Inc,Defense,34847.32,2025-12-07T14:06:49.926444,Routine procurement
INV-4DEAB556,V-GOOD-03,Global Tech Solutions,Defense,17029.18,2025-08-24T05:40:14.926444,Routine procurement
INV-2D288C3A,V-GOOD-01,Standard Supplies Inc,Transport,44794.02,2025-11-14T23:18:50.926444,Routine procurement
INV-CB39A071,V-GOOD-02,City Power Corp,Transport,27410.13,2025-09-24T18:02:53.926444,Routine procurement
INV-E55C7606,V-GOOD-02,City Power Corp,Transport,45510.63,2025-10-12T07:52:23.926444,Routine procurement
INV-AC29A706,V-GOOD-01,Standard Supplies Inc,Transport,1858.16,2025-09-30T08:42:37.926444,Routine procurement
INV-7BD2EC17,V-GOOD-03,Global Tech Solutions,Infrastructure,42953.68,2025-09-18T19:24:54.926444,Routine procurement
INV-6F44C043,V-GOOD-03,Global Tech Solutions,Defense,49486.77,2025-07-15T19:02:32.926444,Routine procurement
INV-30B99E54,V-GOOD-01,Standard Supplies Inc,Transport,14748.06,2025-09-04T07:13:01.926444,Routine procurement
INV-01E4C5C9,V-GOOD-02,City Power Corp,Healthcare,8521.94,2025-11-26T22:24:22.926444,Routine procurement
INV-DD37E0FF,V-GOOD-02,City Power Corp,Defense,20891.84,2025-12-16T13:35:42.926444,Routine procurement
INV-6B689D1C,V-GOOD-01,Standard Supplies Inc,Infrastructure,30995.87,2025-08-28T14:50:55.926444,Routine procurement
INV-2347798E,V-GOOD-02,City Power Corp,Infrastructure,15863.99,2025-07-14T21:39:19.926444,Routine procurement
INV-046FF9BE,V-GOOD-01,Standard Supplies Inc,Education,42859.78,2025-10-05T21:32:01.926444,Routine procurement
INV-74791122,V-GOOD-01,Standard Supplies Inc,Healthcare,18256.6,2025-12-17T13:15:22.926444,Routine procurement
INV-92BAAFB0,V-GOOD-01,Standard Supplies Inc,Healthcare,24481.49,2026-01-04T03:37:59.926444,Routine procurement
INV-946F7059,V-GOOD-03,Global Tech Solutions,Education,24986.87,2025-09-23T14:34:59.926444,Routine procurement
INV-EE88A6EB,V-GOOD-02,City Power Corp,Transport,47293.72,2025-10-01T03:26:54.926444,Routine procurement
INV-15A7BE5C,V-GOOD-01,Standard Supplies Inc,Defense,8685.76,2025-11-23T16:18:45.926444,Routine procurement
INV-4212816A,V-GOOD-01,Standard Supplies Inc,Transport,35071.97,2026-01-04T16:46:25.926444,Routine procurement
INV-D62DC0D0,V-GOOD-01,Standard Supplies Inc,Healthcare,39034.35,2025-12-06T13:18:09.926444,Routine procurement
INV-4EC22EFD,V-GOOD-01,Standard Supplies Inc,Education,11744.37,2025-12-12T23:34:04.926444,Routine procurement
INV-D0867310,V-GOOD-01,Standard Supplies Inc,Education,30086.63,2025-12-13T01:24:41.926444,Routine procurement
INV-F83C2497,V-GOOD-03,Global Tech Solutions,Education,37623.07,2026-01-06T12:09:12.926444,Routine procurement
INV-6DF62CD9,V-GOOD-01,Standard Supplies Inc,Transport,33226.42,2025-11-28T17:33:48.926444,Routine procurement
INV-2D8DCDEC,V-GOOD-03,Global Tech Solutions,Healthcare,35865.96,2025-10-02T15:28:36.926444,Routine procurement
INV-9A07D3DE,V-GOOD-02,City Power Corp,Education,14319.74,2025-07-19T19:18:59.926444,Routine procurement
INV-468F42A9,V-GOOD-01,Standard Supplies Inc,Education,37435.24,2025-12-13T08:42:03.926444,Routine procurement
INV-1849518B,V-GOOD-02,City Power Corp,Defense,29494.64,2025-08-06T10:33:05.926444,Routine procurement
INV-2A17B646,V-GOOD-03,Global Tech Solutions,Infrastructure,6511.68,2025-07-30T23:51:49.926444,Routine procurement
INV-680AD43B,V-GOOD-02,City Power Corp,Infrastructure,32881.2,2025-09-01T16:36:05.926444,Routine procurement
INV-1070A928,V-GOOD-03,Global Tech Solutions,Infrastructure,30400.5,2025-12-07T01:08:50.926444,Routine procurement
INV-CA76235C,V-GOOD-02,City Power Corp,Education,43287.03,2025-09-28T22:44:12.926444,Routine procurement
INV-E2AD987A,V-GOOD-03,Global Tech Solutions,Healthcare,46576.37,2025-12-26T20:57:16.926444,Routine procurement
INV-587E1415,V-GOOD-03,Global Tech Solutions,Healthcare,13465.76,2026-01-08T11:52:09.926444,Routine procurement
INV-1D782D8A,V-GOOD-01,Standard Supplies Inc,Defense,28615.27,2025-11-11T12:38:46.926444,Routine procurement
INV-4D1AD9F2,V-GOOD-02,City Power Corp,Education,33091.56,2025-09-11T19:02:07.926444,Routine procurement
INV-F30A5F47,V-GOOD-02,City Power Corp,Healthcare,550.31,2025-07-28T02:42:33.926444,Routine procurement
INV-039EBB4E,V-GOOD-01,Standard Supplies Inc,Education,44474.57,2025-08-22T23:35:01.926444,Routine procurement
INV-C812E02C,V-GOOD-02,City Power Corp,Transport,17486.97,2025-07-26T21:58:49.926444,Routine procurement
INV-FC956C6C,V-GOOD-03,Global Tech Solutions,Education,43892.87,2025-10-15T22:21:15.926444,Routine procurement
INV-5A6BB50F,V-GOOD-03,Global Tech Solutions,Healthcare,44367.31,2025-12-03T06:30:19.926444,Routine procurement
INV-27A7B28D,V-GOOD-02,City Power Corp,Healthcare,45582.87,2026-01-06T01:51:08.926444,Routine procurement
INV-FDBA3E91,V-GOOD-01,Standard Supplies Inc,Healthcare,2153.07,2025-10-13T10:03:08.926444,Routine procurement
